system:index,class,.geo
00000000000000015216,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.255504]}"
00000000000000015217,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.254536]}"
00000000000000015218,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.253568000000001]}"
00000000000000015219,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.252600000000001]}"
00000000000000015220,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.251632]}"
00000000000000015221,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.250664]}"
00000000000000015222,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.249696]}"
00000000000000015223,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.248728]}"
00000000000000015224,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.247760000000001]}"
00000000000000015225,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.246792000000001]}"
00000000000000015226,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.245824]}"
00000000000000015227,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.244856]}"
00000000000000015228,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.243888]}"
00000000000000015229,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.24292]}"
00000000000000015230,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.241952000000001]}"
00000000000000015231,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.240984000000001]}"
00000000000000015232,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.240016]}"
00000000000000015233,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.239048]}"
00000000000000015234,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.23808]}"
00000000000000015235,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.237112]}"
00000000000000015236,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.236144000000001]}"
00000000000000015237,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.235176000000001]}"
00000000000000015238,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.234208]}"
00000000000000015239,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.23324]}"
00000000000000015240,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.232272]}"
00000000000000015241,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.231304]}"
00000000000000015242,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.230336000000001]}"
00000000000000015243,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.229368000000001]}"
00000000000000015244,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.2284]}"
00000000000000015245,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.227432]}"
00000000000000015246,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.226464]}"
00000000000000015247,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.225496000000001]}"
00000000000000015248,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.224528000000001]}"
00000000000000015249,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.22356]}"
00000000000000015250,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.222592]}"
00000000000000015251,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.221624]}"
00000000000000015252,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.220656]}"
00000000000000015253,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.219688000000001]}"
00000000000000015254,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.218720000000001]}"
00000000000000015255,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.217752]}"
00000000000000015256,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.216784]}"
00000000000000015257,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.215816]}"
00000000000000015258,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.214848]}"
00000000000000015259,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.213880000000001]}"
00000000000000015260,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.212912000000001]}"
00000000000000015261,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.211944]}"
00000000000000015262,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.210976]}"
00000000000000015263,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.210008]}"
00000000000000015264,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.20904]}"
00000000000000015265,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.208072000000001]}"
00000000000000015266,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.207104000000001]}"
00000000000000015267,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.206136]}"
00000000000000015268,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.205168]}"
00000000000000015269,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.2042]}"
00000000000000015270,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.203232]}"
00000000000000015271,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.202264000000001]}"
00000000000000015272,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.201296000000001]}"
00000000000000015273,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.200328]}"
00000000000000015274,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.19936]}"
00000000000000015275,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.198392]}"
00000000000000015276,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.197424]}"
00000000000000015277,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.196456000000001]}"
00000000000000015278,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.195488000000001]}"
00000000000000015279,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.19452]}"
00000000000000015280,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.193552]}"
00000000000000015281,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.192584]}"
00000000000000015282,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.191616]}"
00000000000000015283,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.190648000000001]}"
00000000000000015284,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.189680000000001]}"
00000000000000015285,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.188712]}"
00000000000000015286,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.187744]}"
00000000000000015287,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.186776]}"
00000000000000015288,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.185808]}"
00000000000000015289,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.184840000000001]}"
00000000000000015290,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.183872000000001]}"
00000000000000015291,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.182904]}"
00000000000000015292,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.181936]}"
00000000000000015293,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.180968]}"
00000000000000015294,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.18]}"
00000000000000015295,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.179032000000001]}"
00000000000000015296,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.178064000000001]}"
00000000000000015297,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.177096]}"
00000000000000015298,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.176128]}"
00000000000000015299,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.17516]}"
00000000000000015300,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.174192000000001]}"
00000000000000015301,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.173224000000001]}"
00000000000000015302,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.172256]}"
00000000000000015303,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.171288]}"
00000000000000015304,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.17032]}"
00000000000000015305,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.169352]}"
00000000000000015306,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.168384000000001]}"
00000000000000015307,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.167416000000001]}"
00000000000000015308,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.166448]}"
00000000000000015309,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.16548]}"
00000000000000015310,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.164512]}"
00000000000000015311,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.163544]}"
00000000000000015312,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.162576000000001]}"
00000000000000015313,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.161608000000001]}"
00000000000000015314,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.16064]}"
00000000000000015315,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.159672]}"
00000000000000015316,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.158704]}"
00000000000000015317,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.157736]}"
00000000000000015318,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.156768000000001]}"
00000000000000015319,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.155800000000001]}"
00000000000000015320,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.154832]}"
00000000000000015321,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.153864]}"
00000000000000015322,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.152896]}"
00000000000000015323,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.151928]}"
00000000000000015324,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.150960000000001]}"
00000000000000015325,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.149992000000001]}"
00000000000000015326,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.149024]}"
00000000000000015327,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.148056]}"
00000000000000015328,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.147088]}"
00000000000000015329,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.14612]}"
00000000000000015330,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.145152000000001]}"
00000000000000015331,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.144184000000001]}"
00000000000000015332,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.143216]}"
00000000000000015333,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.142248]}"
00000000000000015334,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.14128]}"
00000000000000015335,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.140312]}"
00000000000000015336,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.139344000000001]}"
00000000000000015337,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.138376000000001]}"
00000000000000015338,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.137408]}"
00000000000000015339,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.13644]}"
00000000000000015340,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.135472]}"
00000000000000015341,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.134504]}"
00000000000000015342,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.133536000000001]}"
00000000000000015343,2,"{""type"":""Point"",""coordinates"":[-38.900604,-12.132568000000001]}"
00000000000000015344,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.3252]}"
00000000000000015345,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.324232]}"
00000000000000015346,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.323264]}"
00000000000000015347,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.322296000000001]}"
00000000000000015348,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.321328000000001]}"
00000000000000015349,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.32036]}"
00000000000000015350,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.319392]}"
00000000000000015351,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.318424]}"
00000000000000015352,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.317456]}"
00000000000000015353,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.316488000000001]}"
00000000000000015354,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.315520000000001]}"
00000000000000015355,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.314552]}"
00000000000000015356,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.313584]}"
00000000000000015357,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.312616]}"
00000000000000015358,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.311648]}"
00000000000000015359,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.310680000000001]}"
00000000000000015360,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.309712000000001]}"
00000000000000015361,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.308744]}"
00000000000000015362,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.307776]}"
00000000000000015363,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.306808]}"
00000000000000015364,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.30584]}"
00000000000000015365,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.304872000000001]}"
00000000000000015366,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.303904000000001]}"
00000000000000015367,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.302936]}"
00000000000000015368,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.301968]}"
00000000000000015369,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.301]}"
00000000000000015370,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.300032]}"
00000000000000015371,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.299064000000001]}"
00000000000000015372,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.298096000000001]}"
00000000000000015373,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.297128]}"
00000000000000015374,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.29616]}"
00000000000000015375,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.295192]}"
00000000000000015376,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.294224]}"
00000000000000015377,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.293256000000001]}"
00000000000000015378,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.292288000000001]}"
00000000000000015379,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.29132]}"
00000000000000015380,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.290352]}"
00000000000000015381,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.289384]}"
00000000000000015382,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.288416]}"
00000000000000015383,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.287448000000001]}"
00000000000000015384,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.286480000000001]}"
00000000000000015385,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.285512]}"
00000000000000015386,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.284544]}"
00000000000000015387,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.283576]}"
00000000000000015388,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.282608]}"
00000000000000015389,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.281640000000001]}"
00000000000000015390,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.280672000000001]}"
00000000000000015391,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.279704]}"
00000000000000015392,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.278736]}"
00000000000000015393,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.277768]}"
00000000000000015394,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.276800000000001]}"
00000000000000015395,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.275832000000001]}"
00000000000000015396,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.274864]}"
00000000000000015397,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.273896]}"
00000000000000015398,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.272928]}"
00000000000000015399,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.27196]}"
00000000000000015400,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.270992000000001]}"
00000000000000015401,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.270024000000001]}"
00000000000000015402,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.269056]}"
00000000000000015403,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.268088]}"
00000000000000015404,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.26712]}"
00000000000000015405,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.266152]}"
00000000000000015406,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.265184000000001]}"
00000000000000015407,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.264216000000001]}"
00000000000000015408,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.263248]}"
00000000000000015409,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.26228]}"
00000000000000015410,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.261312]}"
00000000000000015411,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.260344]}"
00000000000000015412,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.259376000000001]}"
00000000000000015413,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.258408000000001]}"
00000000000000015414,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.25744]}"
00000000000000015415,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.256472]}"
00000000000000015416,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.255504]}"
00000000000000015417,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.254536]}"
00000000000000015418,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.253568000000001]}"
00000000000000015419,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.252600000000001]}"
00000000000000015420,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.251632]}"
00000000000000015421,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.250664]}"
00000000000000015422,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.249696]}"
00000000000000015423,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.248728]}"
00000000000000015424,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.247760000000001]}"
00000000000000015425,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.246792000000001]}"
00000000000000015426,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.245824]}"
00000000000000015427,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.244856]}"
00000000000000015428,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.243888]}"
00000000000000015429,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.24292]}"
00000000000000015430,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.241952000000001]}"
00000000000000015431,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.240984000000001]}"
00000000000000015432,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.240016]}"
00000000000000015433,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.239048]}"
00000000000000015434,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.23808]}"
00000000000000015435,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.237112]}"
00000000000000015436,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.236144000000001]}"
00000000000000015437,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.235176000000001]}"
00000000000000015438,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.234208]}"
00000000000000015439,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.23324]}"
00000000000000015440,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.232272]}"
00000000000000015441,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.231304]}"
00000000000000015442,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.230336000000001]}"
00000000000000015443,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.229368000000001]}"
00000000000000015444,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.2284]}"
00000000000000015445,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.227432]}"
00000000000000015446,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.226464]}"
00000000000000015447,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.225496000000001]}"
00000000000000015448,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.224528000000001]}"
00000000000000015449,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.22356]}"
00000000000000015450,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.222592]}"
00000000000000015451,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.221624]}"
00000000000000015452,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.220656]}"
00000000000000015453,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.219688000000001]}"
00000000000000015454,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.218720000000001]}"
00000000000000015455,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.217752]}"
00000000000000015456,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.216784]}"
00000000000000015457,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.215816]}"
00000000000000015458,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.214848]}"
00000000000000015459,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.213880000000001]}"
00000000000000015460,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.212912000000001]}"
00000000000000015461,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.211944]}"
00000000000000015462,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.210976]}"
00000000000000015463,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.210008]}"
00000000000000015464,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.20904]}"
00000000000000015465,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.208072000000001]}"
00000000000000015466,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.207104000000001]}"
00000000000000015467,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.206136]}"
00000000000000015468,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.205168]}"
00000000000000015469,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.2042]}"
00000000000000015470,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.203232]}"
00000000000000015471,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.202264000000001]}"
00000000000000015472,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.201296000000001]}"
00000000000000015473,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.200328]}"
00000000000000015474,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.19936]}"
00000000000000015475,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.198392]}"
00000000000000015476,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.197424]}"
00000000000000015477,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.196456000000001]}"
00000000000000015478,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.195488000000001]}"
00000000000000015479,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.19452]}"
00000000000000015480,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.193552]}"
00000000000000015481,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.192584]}"
00000000000000015482,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.191616]}"
00000000000000015483,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.190648000000001]}"
00000000000000015484,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.189680000000001]}"
00000000000000015485,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.188712]}"
00000000000000015486,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.187744]}"
00000000000000015487,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.186776]}"
00000000000000015488,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.185808]}"
00000000000000015489,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.184840000000001]}"
00000000000000015490,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.183872000000001]}"
00000000000000015491,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.182904]}"
00000000000000015492,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.181936]}"
00000000000000015493,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.180968]}"
00000000000000015494,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.18]}"
00000000000000015495,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.179032000000001]}"
00000000000000015496,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.178064000000001]}"
00000000000000015497,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.177096]}"
00000000000000015498,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.176128]}"
00000000000000015499,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.17516]}"
00000000000000015500,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.174192000000001]}"
00000000000000015501,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.173224000000001]}"
00000000000000015502,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.172256]}"
00000000000000015503,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.171288]}"
00000000000000015504,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.17032]}"
00000000000000015505,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.169352]}"
00000000000000015506,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.168384000000001]}"
00000000000000015507,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.167416000000001]}"
00000000000000015508,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.166448]}"
00000000000000015509,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.16548]}"
00000000000000015510,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.164512]}"
00000000000000015511,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.163544]}"
00000000000000015512,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.162576000000001]}"
00000000000000015513,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.161608000000001]}"
00000000000000015514,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.16064]}"
00000000000000015515,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.159672]}"
00000000000000015516,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.158704]}"
00000000000000015517,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.157736]}"
00000000000000015518,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.156768000000001]}"
00000000000000015519,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.155800000000001]}"
00000000000000015520,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.154832]}"
00000000000000015521,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.153864]}"
00000000000000015522,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.152896]}"
00000000000000015523,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.151928]}"
00000000000000015524,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.150960000000001]}"
00000000000000015525,2,"{""type"":""Point"",""coordinates"":[-38.89908,-12.149992000000001]}"
